,Model,model,train_mae,train_rmse,test_mae,test_rmse
223,XGBoost_Low_30,"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, device=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             feature_weights=None, gamma=None, grow_policy=None,
             importance_type=None, interaction_constraints=None,
             learning_rate=None, max_bin=None, max_cat_threshold=None,
             max_cat_to_onehot=None, max_delta_step=None, max_depth=None,
             max_leaves=None, min_child_weight=None, missing=nan,
             monotone_constraints=None, multi_strategy=None, n_estimators=None,
             n_jobs=None, num_parallel_tree=None, ...)",33.68568981769568,47.421237510428526,70.7571521170757,116.7001161306496
224,LightGBM_Low_30,LGBMRegressor(verbosity=0),51.80347089427422,78.08868893194501,65.14130264967858,103.5460939838028
225,LinearRegression_Low_45,LinearRegression(),58.96289947190997,100.3367101696877,60.872120647535056,103.73974786244261
226,Ridge_Low_45,Ridge(),58.962899534071916,100.33671016968779,60.87212075397232,103.73974787703999
227,Lasso_Low_45,Lasso(),132.57445264218754,208.9078338796141,127.73435488186192,198.84760170257718
228,RandomForest_Low_45,RandomForestRegressor(),23.607946305156936,40.155036586813345,65.04953030303027,107.50939556028949
229,GradientBoosting_Low_45,GradientBoostingRegressor(),58.82251993259456,87.45083496523952,73.75029097965229,115.20347433128258
230,SVR_Low_45,SVR(),3597.6549304615855,5477.338921429518,3788.4575330736784,5710.447763249414
231,KNN_Low_45,KNeighborsRegressor(),45.58908027644871,77.2201701186457,64.19406698564588,106.36329277715461
232,XGBoost_Low_45,"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, device=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             feature_weights=None, gamma=None, grow_policy=None,
             importance_type=None, interaction_constraints=None,
             learning_rate=None, max_bin=None, max_cat_threshold=None,
             max_cat_to_onehot=None, max_delta_step=None, max_depth=None,
             max_leaves=None, min_child_weight=None, missing=nan,
             monotone_constraints=None, multi_strategy=None, n_estimators=None,
             n_jobs=None, num_parallel_tree=None, ...)",31.908177769938284,44.0898451984449,70.31454937948563,115.5664712613238
233,LightGBM_Low_45,LGBMRegressor(verbosity=0),49.31214424744935,74.30085311859207,68.93519146761633,110.47800575135743
234,LinearRegression_Low_60,LinearRegression(),59.03558419027934,100.03569847474272,61.44443856734113,106.4890093988241
235,Ridge_Low_60,Ridge(),59.03558427353956,100.03569847474267,61.444438706101025,106.48900981104819
236,Lasso_Low_60,Lasso(),146.81721773313978,228.62745645991578,128.828346935421,199.17803702542602
237,RandomForest_Low_60,RandomForestRegressor(),23.712031355480686,40.591620974245444,65.06716054313141,108.99079427554611
238,GradientBoosting_Low_60,GradientBoostingRegressor(),58.84678801027411,87.42808537151294,74.15665602759667,116.76699366266241
239,SVR_Low_60,SVR(),3643.9867520933904,5525.676771253851,3469.462284038544,5159.520192817972
240,KNN_Low_60,KNeighborsRegressor(),43.675308225262036,73.02237362623103,60.84715654952081,98.71626609153283
241,XGBoost_Low_60,"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, device=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             feature_weights=None, gamma=None, grow_policy=None,
             importance_type=None, interaction_constraints=None,
             learning_rate=None, max_bin=None, max_cat_threshold=None,
             max_cat_to_onehot=None, max_delta_step=None, max_depth=None,
             max_leaves=None, min_child_weight=None, missing=nan,
             monotone_constraints=None, multi_strategy=None, n_estimators=None,
             n_jobs=None, num_parallel_tree=None, ...)",30.72242253381971,43.08158731577793,72.68460851309779,122.57785612220613
242,LightGBM_Low_60,LGBMRegressor(verbosity=0),48.26561339762942,72.3061279498934,68.9526579023794,112.14378150079561
243,LinearRegression_Low_90,LinearRegression(),59.89233611158984,100.92690113037953,58.22306916682447,90.58502023581651
244,Ridge_Low_90,Ridge(),59.892336134512355,100.92690113037953,58.223068939478665,90.58502003866556
245,Lasso_Low_90,Lasso(),158.6254299535451,244.53213265126683,151.46406594737618,221.56353180789804
246,RandomForest_Low_90,RandomForestRegressor(),23.75688655837204,40.89456839501117,57.94943017656514,92.27970134567944
247,GradientBoosting_Low_90,GradientBoostingRegressor(),59.80564879647035,89.21505619209184,67.87673361895895,101.87376549055067
248,SVR_Low_90,SVR(),3645.3964255742717,5515.7730806540685,3541.9789632452,5346.6765090975205
249,KNN_Low_90,KNeighborsRegressor(),43.06044269903607,72.11436343996957,58.54810593900482,92.85530266098564
250,XGBoost_Low_90,"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, device=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             feature_weights=None, gamma=None, grow_policy=None,
             importance_type=None, interaction_constraints=None,
             learning_rate=None, max_bin=None, max_cat_threshold=None,
             max_cat_to_onehot=None, max_delta_step=None, max_depth=None,
             max_leaves=None, min_child_weight=None, missing=nan,
             monotone_constraints=None, multi_strategy=None, n_estimators=None,
             n_jobs=None, num_parallel_tree=None, ...)",28.93604890168969,40.099225634064254,72.85896082307134,121.13895910395031
251,LightGBM_Low_90,LGBMRegressor(verbosity=0),46.233786070669126,69.11180731230627,65.26006694826759,103.30047551554668
252,LinearRegression_Low_120,LinearRegression(),59.61613382228438,99.88615257545614,60.199942746617566,95.7477183279395
253,Ridge_Low_120,Ridge(),59.616133819138966,99.88615257545618,60.1999426548672,95.74771812646621
254,Lasso_Low_120,Lasso(),165.1501456878684,247.60152770705614,156.7637638017156,255.07674870163345
255,RandomForest_Low_120,RandomForestRegressor(),23.625244394619003,40.639554014748,58.604953225806575,95.12161017640356
256,GradientBoosting_Low_120,GradientBoostingRegressor(),59.624484188519105,88.1118446490562,69.41666782208246,107.80469653610282
257,SVR_Low_120,SVR(),3651.8129870360176,5513.485611669746,3624.3854711634594,5431.789314622448
258,KNN_Low_120,KNeighborsRegressor(),43.74490044843052,73.07919818788899,57.77080645161289,92.33080979335539
259,XGBoost_Low_120,"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, device=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             feature_weights=None, gamma=None, grow_policy=None,
             importance_type=None, interaction_constraints=None,
             learning_rate=None, max_bin=None, max_cat_threshold=None,
             max_cat_to_onehot=None, max_delta_step=None, max_depth=None,
             max_leaves=None, min_child_weight=None, missing=nan,
             monotone_constraints=None, multi_strategy=None, n_estimators=None,
             n_jobs=None, num_parallel_tree=None, ...)",28.217232901397853,39.23279991910052,68.08027855657762,109.2373562454957
260,LightGBM_Low_120,LGBMRegressor(verbosity=0),46.160125947162726,68.60952546856974,64.82690483625356,100.63627539001058
261,LinearRegression_Low_150,LinearRegression(),59.62716367341012,98.47585237792151,65.3904542863399,105.696140284001
262,Ridge_Low_150,Ridge(),59.627163702252695,98.47585237792154,65.39045423138033,105.69614035757874
263,Lasso_Low_150,Lasso(),163.23840337583616,246.99064478176638,163.43732311142398,249.73322767619203
264,RandomForest_Low_150,RandomForestRegressor(),23.55734760273976,40.136121162727235,68.10157779578611,119.18418800295002
265,GradientBoosting_Low_150,GradientBoostingRegressor(),59.127131409294975,87.04081278859576,78.15820152027919,122.16295986917288
266,SVR_Low_150,SVR(),3680.1536235396534,5546.417457373807,3486.1139956275633,5180.60577556026
267,KNN_Low_150,KNeighborsRegressor(),43.249951333814,71.73222610505199,59.76463533225286,102.106289526052
268,XGBoost_Low_150,"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, device=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             feature_weights=None, gamma=None, grow_policy=None,
             importance_type=None, interaction_constraints=None,
             learning_rate=None, max_bin=None, max_cat_threshold=None,
             max_cat_to_onehot=None, max_delta_step=None, max_depth=None,
             max_leaves=None, min_child_weight=None, missing=nan,
             monotone_constraints=None, multi_strategy=None, n_estimators=None,
             n_jobs=None, num_parallel_tree=None, ...)",29.166880491403866,39.84584652047778,74.78908129526691,119.66084822255691
269,LightGBM_Low_150,LGBMRegressor(verbosity=0),44.56978581387534,66.53265103660921,67.62956071694104,111.00107586296018
270,LinearRegression_Low_200,LinearRegression(),59.66622869360631,95.90971001172967,61.01775108369595,125.19109050044912
271,Ridge_Low_200,Ridge(),59.6662287191371,95.90971001172973,61.01775100982801,125.19109044229438
272,Lasso_Low_200,Lasso(),163.68092809848682,243.32778742593806,171.59856001873675,261.98004854534975
273,RandomForest_Low_200,RandomForestRegressor(),23.992216427403505,39.994710701687396,63.88336928104583,131.53537696118488
274,GradientBoosting_Low_200,GradientBoostingRegressor(),59.761664952257995,86.71817430931841,75.28963257038,137.12564214412842
275,SVR_Low_200,SVR(),3679.366349587445,5535.194666808769,3657.928267997265,5390.989998879385
276,KNN_Low_200,KNeighborsRegressor(),43.384550245320746,70.45363805259774,57.580065359477175,106.93276916780667
277,XGBoost_Low_200,"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, device=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             feature_weights=None, gamma=None, grow_policy=None,
             importance_type=None, interaction_constraints=None,
             learning_rate=None, max_bin=None, max_cat_threshold=None,
             max_cat_to_onehot=None, max_delta_step=None, max_depth=None,
             max_leaves=None, min_child_weight=None, missing=nan,
             monotone_constraints=None, multi_strategy=None, n_estimators=None,
             n_jobs=None, num_parallel_tree=None, ...)",27.722039611916227,37.65857579123798,79.96985830668528,160.37826096194703
278,LightGBM_Low_200,LGBMRegressor(verbosity=0),43.76927683148194,63.63814389868958,67.43513248207091,135.5643924448575
279,LinearRegression_Low_250,LinearRegression(),60.05839732305196,97.60934705143418,65.40444978744308,105.72596334148241
280,Ridge_Low_250,Ridge(),60.05839726600942,97.60934705143421,65.4044495448397,105.72596290177862
281,Lasso_Low_250,Lasso(),220.36422663588343,330.02056318556623,223.64383836138472,341.92920504922455
282,RandomForest_Low_250,RandomForestRegressor(),23.873141901795563,40.904815581843934,62.94618616144979,103.78934756965613
283,GradientBoosting_Low_250,GradientBoostingRegressor(),60.4302169721633,88.83055642228493,73.39275438324135,112.71999383832015
284,SVR_Low_250,SVR(),3706.9613714078337,5555.012188884569,3475.083345781807,5193.806622141933
285,KNN_Low_250,KNeighborsRegressor(),44.3428600219861,73.44428228143501,58.32912685337722,91.2027072219506
286,XGBoost_Low_250,"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, device=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             feature_weights=None, gamma=None, grow_policy=None,
             importance_type=None, interaction_constraints=None,
             learning_rate=None, max_bin=None, max_cat_threshold=None,
             max_cat_to_onehot=None, max_delta_step=None, max_depth=None,
             max_leaves=None, min_child_weight=None, missing=nan,
             monotone_constraints=None, multi_strategy=None, n_estimators=None,
             n_jobs=None, num_parallel_tree=None, ...)",27.363878218111612,37.2692634482414,74.05823256667013,117.23442089447374
287,LightGBM_Low_250,LGBMRegressor(verbosity=0),43.91417786738517,64.46580665658227,65.90299856072174,102.68006519697124
288,RNN_Open_30,"<Sequential name=sequential, built=True>",7805.113729874046,9999.863917743896,7288.576738308419,9569.2816048543
289,LSTM_Open_30,"<Sequential name=sequential, built=True>",7877.947552718942,10056.815379039446,7361.410562302387,9624.872202328133
290,GRU_Open_30,"<Sequential name=sequential, built=True>",7849.387670815616,10034.458871573603,7332.850679281747,9603.046321264947
291,Bidirectional_LSTM_Open_30,"<Sequential name=sequential, built=True>",7840.685690999066,10027.653229777552,7324.148706708462,9596.40312651854
292,RNN_Open_45,"<Sequential name=sequential, built=True>",7757.18721173219,9947.004523670996,7889.48428774747,10184.5803754952
293,LSTM_Open_45,"<Sequential name=sequential, built=True>",7821.363458300895,9997.133173900922,7953.6605347434115,10234.374958173874
294,GRU_Open_45,"<Sequential name=sequential, built=True>",7787.317890634085,9970.51981581901,7919.614966438452,10207.938882465834
295,Bidirectional_LSTM_Open_45,"<Sequential name=sequential, built=True>",7793.511080209427,9975.35765519502,7925.80815581302,10212.744482226066
296,RNN_Open_60,"<Sequential name=sequential, built=True>",7834.055939334959,10033.382453131211,7357.808172422171,9522.6999494074
297,LSTM_Open_60,"<Sequential name=sequential, built=True>",7895.726327217348,10081.608256222675,7419.478562334932,9570.430249260282
298,GRU_Open_60,"<Sequential name=sequential, built=True>",7872.093640472581,10063.11031778302,7395.845873599311,9552.12067572466
299,Bidirectional_LSTM_Open_60,"<Sequential name=sequential, built=True>",7873.150176457365,10063.936810784857,7396.902412494988,9552.938708337115
300,RNN_Open_90,"<Sequential name=sequential, built=True>",7844.259461166126,10033.896667611467,7547.825524579043,9739.744061689542
301,LSTM_Open_90,"<Sequential name=sequential, built=True>",7902.362240850088,10079.385117676047,7605.928311593803,9784.839761799438
302,GRU_Open_90,"<Sequential name=sequential, built=True>",7897.342691921874,10075.450233730819,7600.908755836058,9780.938509319854
303,Bidirectional_LSTM_Open_90,"<Sequential name=sequential, built=True>",7878.783403053952,10060.90966426496,7582.349470572678,9766.522780083711
304,RNN_Open_120,"<Sequential name=sequential, built=True>",7880.69273868797,10054.160382446658,7556.305988434822,9812.457001537903
305,LSTM_Open_120,"<Sequential name=sequential, built=True>",7934.404043655191,10096.315677196146,7610.0172970002695,9853.878181241747
306,GRU_Open_120,"<Sequential name=sequential, built=True>",7922.939239330344,10087.30831835418,7598.552489305312,9845.026770529403
307,Bidirectional_LSTM_Open_120,"<Sequential name=sequential, built=True>",7923.660541557142,10087.874852305564,7599.273790279512,9845.583481121812
308,RNN_Open_150,"<Sequential name=sequential, built=True>",7920.712716664904,10100.71575480261,7512.252325971161,9625.207440437718
309,LSTM_Open_150,"<Sequential name=sequential, built=True>",7979.765849676112,10147.089820979843,7571.305458982025,9671.367515279806
310,GRU_Open_150,"<Sequential name=sequential, built=True>",7957.068666451804,10129.250231874761,7548.608279935815,9653.609162772354
311,Bidirectional_LSTM_Open_150,"<Sequential name=sequential, built=True>",7961.411617401305,10132.66218393286,7552.951240126549,9657.005474815325
312,RNN_Open_200,"<Sequential name=sequential, built=True>",7947.093174490495,10110.127674249185,7828.478594118005,9962.17014412622
313,LSTM_Open_200,"<Sequential name=sequential, built=True>",8012.175568578652,10161.365489014086,7893.560990918227,10013.394108025503
314,GRU_Open_200,"<Sequential name=sequential, built=True>",7984.788365870564,10139.784852077586,7866.173785968854,9991.81899559166
315,Bidirectional_LSTM_Open_200,"<Sequential name=sequential, built=True>",7984.105692656301,10139.247261857949,7865.491110071169,9991.28154831778
316,RNN_Open_250,"<Sequential name=sequential, built=True>",8035.502352850199,10185.8285078046,7595.013823899798,9683.495099856804
317,LSTM_Open_250,"<Sequential name=sequential, built=True>",8089.544417043779,10228.515666999707,7649.05589066243,9725.939436564748
318,GRU_Open_250,"<Sequential name=sequential, built=True>",8073.971889158691,10216.204111223497,7633.483360010237,9713.697062313884
319,Bidirectional_LSTM_Open_250,"<Sequential name=sequential, built=True>",8077.939590226673,10219.340094541474,7637.451062973248,9716.815359030397
320,RNN_Close_30,"<Sequential name=sequential, built=True>",7803.417054834596,9996.396942074494,7282.198128467067,9560.081480914841
321,LSTM_Close_30,"<Sequential name=sequential, built=True>",7856.274226992606,10037.712826803425,7335.055300846311,9600.405438163427
322,GRU_Close_30,"<Sequential name=sequential, built=True>",7846.566934431122,10030.116985675684,7325.348008001475,9592.990762881336
323,Bidirectional_LSTM_Close_30,"<Sequential name=sequential, built=True>",7845.321182095853,10029.142401840185,7324.102260824909,9592.03946351363
324,RNN_Close_45,"<Sequential name=sequential, built=True>",7753.270262493733,9941.475885944945,7885.778476115201,10180.581960333739
325,LSTM_Close_45,"<Sequential name=sequential, built=True>",7804.122420492109,9981.185769299063,7936.630634669253,10220.022126817508
326,GRU_Close_45,"<Sequential name=sequential, built=True>",7797.603384565981,9976.089493035208,7930.111598259105,10214.960442365458
327,Bidirectional_LSTM_Close_45,"<Sequential name=sequential, built=True>",7780.49163813438,9962.720162661279,7912.999851855897,10201.681891216622
328,RNN_Close_60,"<Sequential name=sequential, built=True>",7832.529754855802,10029.888895480744,7350.524497110774,9514.027766734454
329,LSTM_Close_60,"<Sequential name=sequential, built=True>",7893.366319112799,10077.468892756511,7411.3610746755385,9561.107959772628
330,GRU_Close_60,"<Sequential name=sequential, built=True>",7871.6556191473355,10060.472710408194,7389.650360707048,9544.28868465781
331,Bidirectional_LSTM_Close_60,"<Sequential name=sequential, built=True>",7860.082118884621,10051.419757238078,7378.076863458895,9535.330697454776
332,RNN_Close_90,"<Sequential name=sequential, built=True>",7842.235546495302,10029.299531965216,7544.997456452933,9741.150648182365
333,LSTM_Close_90,"<Sequential name=sequential, built=True>",7904.341914450548,10077.936879396355,7607.103825939907,9789.33388153824
334,GRU_Close_90,"<Sequential name=sequential, built=True>",7889.72473184013,10066.476398383413,7592.486641798433,9777.979481387005
335,Bidirectional_LSTM_Close_90,"<Sequential name=sequential, built=True>",7869.181031162626,10050.383097632906,7571.942947343609,9762.036101068128
336,RNN_Close_120,"<Sequential name=sequential, built=True>",7876.993000873378,10049.539713756534,7552.274179475846,9801.209863368977
337,LSTM_Close_120,"<Sequential name=sequential, built=True>",7938.128420316962,10097.530010244936,7613.409602385491,9848.39453971446
338,GRU_Close_120,"<Sequential name=sequential, built=True>",7898.344994414326,10066.284463609298,7573.6261728151385,9817.671947123792
339,Bidirectional_LSTM_Close_120,"<Sequential name=sequential, built=True>",7922.0335871885845,10084.882013512171,7597.314770377375,9835.957530274012
340,RNN_Close_150,"<Sequential name=sequential, built=True>",7916.8934668080965,10095.62846585863,7507.947077071377,9616.976376000166
341,LSTM_Close_150,"<Sequential name=sequential, built=True>",7980.126142682252,10145.290785610903,7571.179754667112,9666.422713694306
342,GRU_Close_150,"<Sequential name=sequential, built=True>",7953.292785670935,10124.197651574212,7544.346395982839,9645.420044984372
343,Bidirectional_LSTM_Close_150,"<Sequential name=sequential, built=True>",7952.1818556908665,10123.324947342295,7543.235469192431,9644.551124128495
344,RNN_Close_200,"<Sequential name=sequential, built=True>",7943.123050023805,10104.515275747728,7828.053079084009,9960.712212826267
345,LSTM_Close_200,"<Sequential name=sequential, built=True>",8002.793524231685,10151.489008004404,7887.723555492575,10007.674822743487
346,GRU_Close_200,"<Sequential name=sequential, built=True>",7986.069556694577,10138.310122103736,7870.999585758782,9994.49884958559
347,Bidirectional_LSTM_Close_200,"<Sequential name=sequential, built=True>",7981.971967229161,10135.082704194356,7866.901994389801,9991.272169260936
348,RNN_Close_250,"<Sequential name=sequential, built=True>",8030.37480145011,10179.729178248812,7583.972939198729,9669.561744666911
349,LSTM_Close_250,"<Sequential name=sequential, built=True>",8091.3003698228085,10227.859379611407,7644.898513100765,9717.419985444269
350,GRU_Close_250,"<Sequential name=sequential, built=True>",8067.871130978175,10209.334506967218,7621.469270641447,9698.998526719708
351,Bidirectional_LSTM_Close_250,"<Sequential name=sequential, built=True>",8070.542488260574,10211.445631549774,7624.14062901706,9701.097787255829
352,RNN_High_30,"<Sequential name=sequential, built=True>",7852.582109046083,10050.811744425657,7333.396927714386,9616.72059211148
353,LSTM_High_30,"<Sequential name=sequential, built=True>",7913.228788587092,10098.265204421557,7394.0436134101865,9663.04738226124
354,GRU_High_30,"<Sequential name=sequential, built=True>",7897.878695529252,10086.241064562691,7378.693514386346,9651.306771945594
355,Bidirectional_LSTM_High_30,"<Sequential name=sequential, built=True>",7880.2376876701555,10072.433467645029,7361.05251236811,9637.8263907701
356,RNN_High_45,"<Sequential name=sequential, built=True>",7801.728358720681,9995.253312901497,7934.345291203404,10236.22075454228
357,LSTM_High_45,"<Sequential name=sequential, built=True>",7863.75678208037,10043.74402703005,7996.3737146070325,10284.3751713361
358,GRU_High_45,"<Sequential name=sequential, built=True>",7837.949626433721,10023.551128772167,7970.5665593720705,10264.322231676042
359,Bidirectional_LSTM_High_45,"<Sequential name=sequential, built=True>",7837.28706143731,10023.033020052906,7969.903994466244,10263.807715647885
360,RNN_High_60,"<Sequential name=sequential, built=True>",7877.596327457506,10081.299619593054,7396.086514272477,9565.262866228628
361,LSTM_High_60,"<Sequential name=sequential, built=True>",7937.4301940488995,10128.123025304816,7455.9203826922585,9611.602703247956
362,GRU_High_60,"<Sequential name=sequential, built=True>",7923.180200303607,10116.959143177173,7441.670388435632,9600.55289264155
363,Bidirectional_LSTM_High_60,"<Sequential name=sequential, built=True>",7897.358281267132,10096.749261510799,7415.848469497145,9580.551456150573
364,RNN_High_90,"<Sequential name=sequential, built=True>",7888.353220159877,10082.18733685381,7587.872160513253,9784.60887687595
